"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68"
"45",0.333826349582523,0.950814965879545,0.0698624998796731,459,7,8,3,5,6,2,6,3,-1,0.868609560543272,0.864610318481954,0.368562214274174,0.792064235242857,0.769756893677821,0.635599020658121,0.545831548742665,-1,1,0,0.675831980519481,0.600294221391454,1274,420444,0.179199577387434,1,2,1,1,2,1,1,-1,75,1,9,51,2,1,14,-1,1,2,1,1,2,1,1,-1,75,1,9,51,2,1,14,-1,0.0340909090909091,0.454545454545455,0.0454545454545455,0.0113636363636364,1.17045454545455,0.0909090909090909,0.0227272727272727,-1
"46",0.194761086488143,0.987969795009121,0.0717201784485951,832,2,4,2,-1,-1,-1,-1,-1,-1,0.913680374249621,0.448066320071853,-1,-1,-1,-1,-1,-1,1,0,0.541201386214863,0.280321965045898,1243,1382784,0.000493745912603316,1,1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,-1,-1,-1,0.226415094339623,0.150943396226415,-1,-1,-1,-1,-1,-1
"47",0.125667527783662,0.668535589706153,0.0419382343767211,475,8,2,6,6,3,3,8,6,4,0.39865416184862,0.497581364407751,0.250909157889019,0.323624059864746,0.432426047623367,0.663017322782761,0.450735176864509,0.563094696494185,0,1,0.571854388635211,0.318434925981213,1199,450300,0,1,1,0,0,0,1,1,1,3,16,1,1,1,45,48,1,1,1,0,0,0,1,1,1,3,16,1,1,1,45,48,1,0.37037037037037,0.111111111111111,0,0,0,0.0185185185185185,0.0185185185185185,0.351851851851852
"48",0.364451949251816,0.772497782716528,0.0734878761461005,974,4,2,8,3,6,-1,-1,-1,-1,0.370395838654114,0.484068263887667,0.613794200322355,0.700704305796216,-1,-1,-1,-1,1,0,0.433114812189936,0.145011918400261,892,1895404,0.0258776795397815,2,0,1,1,-1,-1,-1,-1,20,1,9,34,-1,-1,-1,-1,2,0,1,1,-1,-1,-1,-1,20,1,9,34,-1,-1,-1,-1,0.0882352941176471,0,0.264705882352941,0.0294117647058824,-1,-1,-1,-1
"49",0.786102300742641,0.929282692959532,0.0485809153644368,97,2,3,5,-1,-1,-1,-1,-1,-1,0.788275788779053,0.872432209619052,-1,-1,-1,-1,-1,-1,1,0,0.831730769230769,0.739834887396466,244,18624,0.510338903121398,3,0,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,3,0,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,2.24137931034483,0,-1,-1,-1,-1,-1,-1
"50",0.200338256778196,0.750186732504517,0.019076285418123,933,7,6,8,2,3,8,5,3,-1,0.286548384612239,0.296543836750796,0.698176299736496,0.714570054196939,0.710349575399312,0.287445938366239,0.62611737666682,-1,0,1,0.455902306648575,0.308585828534716,1544,1739112,1,1,0,2,1,0,0,0,-1,49,1,2,7,1,1,1,-1,1,0,2,1,0,0,0,-1,49,1,2,7,1,1,1,-1,0.0151515151515152,0,0.560606060606061,0.151515151515152,0,0,0,-1
"51",0.00584220490418375,0.484417659929022,0.0522448138799518,315,8,6,3,4,6,3,4,4,3,0.21259002507319,0.402481316724125,0.111765870884731,0.160163735577519,0.360049992484649,0.388993133204306,0.362602409815334,0.45419034952835,0,1,0.582511150155426,0.325438887165045,999,197820,0,1,0,1,1,1,1,1,1,2,1,12,27,21,10,8,1,1,0,1,1,1,1,1,1,2,1,12,27,21,10,8,1,0.0204081632653061,0,0.0204081632653061,0.0612244897959184,0.0408163265306122,0.0408163265306122,0.0612244897959184,0.102040816326531
"52",0.700882020872086,0.985965365543962,0.0551609695656225,355,3,7,5,7,-1,-1,-1,-1,-1,0.972326600683878,0.732576292401784,0.959600772504442,-1,-1,-1,-1,-1,1,1,0.48211689444606,0.0844746869026987,483,251340,0,0,0,0,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1
"53",0.478883255971596,0.770556415664032,0.0905624702339992,231,7,6,4,3,4,3,6,5,-1,0.553016305808782,0.767602826754488,0.655478949457399,0.576669175955904,0.624154059737591,0.6793540407274,0.651659620277082,-1,1,0,0.617857142857143,0.456202404813333,1184,106260,0.0370397058813392,1,2,2,1,3,1,1,-1,50,25,64,2,7,57,1,-1,1,2,2,1,3,1,1,-1,50,25,64,2,7,57,1,-1,0.0428571428571429,0.357142857142857,0.314285714285714,0.0285714285714286,1,0.0285714285714286,0.0285714285714286,-1
"54",0.456840530736372,0.913786168443039,0.090737038757652,792,4,6,5,5,4,-1,-1,-1,-1,0.816260256304537,0.593277552147527,0.559434322756159,0.608532567022142,-1,-1,-1,-1,0,0,0.549405122000403,0.160166924262049,809,1252944,0,1,0,1,0,-1,-1,-1,-1,1,1,9,1,-1,-1,-1,-1,1,0,1,0,-1,-1,-1,-1,1,1,9,1,-1,-1,-1,-1,0.103448275862069,0,0.0344827586206897,0,-1,-1,-1,-1
