"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29"
"45008",0.5,0.6,0,0.802777162213499,0.318848451058129,1830,0.879537875631963,0.657941856366876,209,0.524374939058907,0.579201042582281,0.534006235282868,0.597206250065938,5,4,4,4,2,4,4,4,27,4,48,1,11,3,13,1
"45009",0.5,0.6,0,0.809188665562663,0.335991595924492,1646,0.725128485375765,0.663560337765206,202,0.53215091789607,0.571892750402913,0.529087338689715,0.593226981326006,4,4,5,5,4,4,4,4,4,1,71,15,4,1,30,11
"45010",0.5,0.6,0,0.793239794797916,0.31602364432827,1903,0.93297309180847,0.885723004938176,262,0.544372358778492,0.513407615036704,0.539065778977238,0.536931577185169,4,4,4,4,4,4,4,4,4,157,1,8,4,47,1,7
"45101",0.5,0.6,0.05,0.710481969364792,0.351043574954462,3099,0.621846273703622,0.489647835053053,280,0.520168193103746,0.58983896849677,0.594467526860535,0.566079779248685,4,4,5,5,4,4,5,3,1,3,2,239,1,2,3,136
"45102",0.5,0.6,0.05,0.639784734398497,0.234505296112934,4556,0.482926437049634,0.379189228536235,263,0.508513596886769,0.522543661645614,0.527453052299097,0.527230506623164,5,4,4,5,4,4,4,4,4,30,1,58,7,11,1,60
"45103",0.5,0.6,0.05,0.705987218726072,0.297957201027047,2913,0.648395753399592,0.417449331074101,271,0.594383933884092,0.594347495865077,0.512915897672065,0.583344881562516,4,5,5,4,4,3,1,4,1,114,18,3,1,21,15,3
"45104",0.5,0.6,0.05,0.68852845882296,0.342949940359361,3806,0.528702142226784,0.476913129758685,305,0.560210067476146,0.560439405404031,0.512463344424032,0.529460092424415,4,5,4,4,4,3,4,4,1,231,2,57,1,128,2,13
"45105",0.5,0.6,0.05,0.609813058035714,0.247363024676105,5706,0.631039270690045,0.458766321350833,320,0.581357421493158,0.5260427771369,0.572440589265898,0.590609215130098,5,4,4,4,2,4,4,4,40,23,1,31,20,11,1,14
"45106",0.5,0.6,0.05,0.700638792102207,0.313189617637218,3462,0.71022344718077,0.453295316977616,278,0.510465012793429,0.570105745922774,0.552795998426154,0.580793520086445,4,5,5,4,4,3,3,4,15,62,29,1,5,20,16,1
"45107",0.5,0.6,0.05,0.695034933701307,0.287600857820002,3235,0.71771453813438,0.558573938193733,296,0.580748338904232,0.597807572525926,0.595793371647596,0.576273185643367,5,5,4,4,3,4,4,4,66,79,1,8,23,23,1,7
"45108",0.5,0.6,0.05,0.661358948798562,0.261357833505768,3527,0.734639570294349,0.499880887239397,299,0.524374939058907,0.579201042582281,0.534006235282868,0.597206250065938,5,4,4,4,2,4,4,4,36,1,26,2,32,1,13,2
"45109",0.5,0.6,0.05,0.70280761777161,0.298300156177128,2955,0.755018580404424,0.506398795396355,294,0.53215091789607,0.571892750402913,0.529087338689715,0.593226981326006,4,4,5,5,4,4,3,4,2,1,209,91,4,1,113,27
"45110",0.5,0.6,0.05,0.680971828490432,0.286934883143129,3169,0.89308688188055,0.871959553467239,340,0.544372358778492,0.513407615036704,0.539065778977238,0.536931577185169,4,4,4,4,4,4,4,4,1,10,4,18,1,7,3,11
"45201",0.5,0.6,0.1,0.646029384979661,0.319012507509456,4771,0.573369683420019,0.421442035067563,362,0.520168193103746,0.58983896849677,0.594467526860535,0.566079779248685,4,4,5,5,4,4,5,2,1,3,2,46,1,2,3,15
"45202",0.5,0.6,0.1,0.576373289080471,0.244293588611009,6426,0.321751043076673,0.22909394862666,362,0.508513596886769,0.522543661645614,0.527453052299097,0.527230506623164,5,4,4,5,3,4,4,3,50,15,1,37,21,12,1,16
"45203",0.5,0.6,0.1,0.629277018811477,0.299076779624919,5760,0.51776650950819,0.336352007624424,379,0.594383933884092,0.594347495865077,0.512915897672065,0.583344881562516,4,5,5,4,4,4,1,4,2,19,7,1,2,74,27,1
"45204",0.5,0.6,0.1,0.648153141873888,0.342060625366154,5168,0.453756074646296,0.325679194867197,385,0.560210067476146,0.560439405404031,0.512463344424032,0.529460092424415,4,5,4,4,4,3,3,4,1,204,39,8,1,95,14,7
"45205",0.5,0.6,0.1,0.578806632488574,0.246205079277924,8673,0.404864796651434,0.246440109133188,394,0.581357421493158,0.5260427771369,0.572440589265898,0.590609215130098,5,4,4,4,2,4,4,4,57,66,1,13,92,47,1,10
"45206",0.5,0.6,0.1,0.648898906495592,0.297904926678548,5749,0.560845034394783,0.311161733529725,362,0.510465012793429,0.570105745922774,0.552795998426154,0.580793520086445,4,5,5,4,4,3,2,4,10,285,101,1,4,27,100,1
"45207",0.5,0.6,0.1,0.629487426067246,0.282997017009966,4575,0.511810776838026,0.406926265099774,391,0.580748338904232,0.597807572525926,0.595793371647596,0.576273185643367,5,5,4,4,3,4,4,4,12,167,1,2,6,71,1,2
"45208",0.5,0.6,0.1,0.575629206816201,0.261131143010428,6603,0.280869561020734,0.169507382510554,406,0.524374939058907,0.579201042582281,0.534006235282868,0.597206250065938,5,4,4,4,2,4,4,4,54,2,33,1,44,2,24,1
"45209",0.5,0.6,0.1,0.641653332986088,0.290114855456384,4840,0.699554129903951,0.459892580368064,377,0.53215091789607,0.571892750402913,0.529087338689715,0.593226981326006,4,4,5,5,4,4,2,4,5,1,194,52,5,1,117,25
"45210",0.5,0.6,0.1,0.632065906591712,0.310730847609325,4667,0.776660741122736,0.719323168415907,421,0.544372358778492,0.513407615036704,0.539065778977238,0.536931577185169,4,4,4,4,4,4,4,4,1,18,5,29,1,11,5,18
"45301",0.5,0.6,0.15,0.595307246249385,0.323470073093855,6971,0.390075825263092,0.266109294294314,456,0.520168193103746,0.58983896849677,0.594467526860535,0.566079779248685,4,4,5,5,3,4,5,2,3,1,101,72,3,1,15,61
"45302",0.5,0.6,0.15,0.560713940778111,0.284317840507726,8874,0.206999307921153,0.123116153632155,456,0.508513596886769,0.522543661645614,0.527453052299097,0.527230506623164,5,4,4,5,4,3,4,3,111,261,1,146,275,185,1,131
"45303",0.5,0.6,0.15,0.583943715030587,0.297375543328643,7418,0.404555147060668,0.216721808152809,453,0.594383933884092,0.594347495865077,0.512915897672065,0.583344881562516,4,5,5,4,4,3,2,4,4,5,438,11,3,4,1,26
"45304",0.5,0.6,0.15,0.588565820246094,0.326690932293316,7877,0.397553907349531,0.291124607555445,477,0.560210067476146,0.560439405404031,0.512463344424032,0.529460092424415,4,5,4,4,4,3,3,3,1,189,26,57,1,149,14,36
"45305",0.5,0.6,0.15,0.513881800551189,0.261102967638363,11465,0.149038778770793,0.0622012568930122,485,0.581357421493158,0.5260427771369,0.572440589265898,0.590609215130098,5,4,4,4,2,3,4,3,94,57,5,27,69,59,5,49
"45306",0.5,0.6,0.15,0.566803940396173,0.288828231837439,9197,0.396873077344038,0.193571962001324,455,0.510465012793429,0.570105745922774,0.552795998426154,0.580793520086445,4,5,5,4,4,2,2,4,7,21,103,1,3,45,54,1
"45307",0.5,0.6,0.15,0.565944871188523,0.290213775875847,7863,0.269558344944508,0.196972175645163,486,0.580748338904232,0.597807572525926,0.595793371647596,0.576273185643367,5,5,4,4,4,3,4,4,216,78,2,39,163,35,2,54
"45308",0.5,0.6,0.15,0.572228473887068,0.293218701926153,9940,0.157302233682666,0.0986752461374681,486,0.524374939058907,0.579201042582281,0.534006235282868,0.597206250065938,5,4,4,4,2,3,3,4,38,1,28,33,31,1,83,23
"45309",0.5,0.6,0.15,0.565267177701904,0.285804224442761,8506,0.493663294765852,0.298975764012982,468,0.53215091789607,0.571892750402913,0.529087338689715,0.593226981326006,4,4,5,5,4,4,2,4,12,2,199,164,8,2,147,219
"45310",0.5,0.6,0.15,0.589916980173659,0.323312180427323,8092,0.546756677375419,0.511721615759956,506,0.544372358778492,0.513407615036704,0.539065778977238,0.536931577185169,4,4,4,4,4,3,4,4,3,80,17,105,2,41,9,69
"45401",0.5,0.6,0.2,0.566071261572992,0.348178586621963,10771,0.219627675640745,0.147825508793044,555,0.520168193103746,0.58983896849677,0.594467526860535,0.566079779248685,4,4,5,5,4,4,4,2,272,13,27,63,60,54,17,40
"45402",0.5,0.6,0.2,0.55307114777503,0.310563173948232,11624,0.112711842433102,0.0661541288462748,548,0.508513596886769,0.522543661645614,0.527453052299097,0.527230506623164,5,4,4,5,3,3,4,3,18,38,11,265,73,41,6,194
"45403",0.5,0.6,0.2,0.532384836590955,0.319981646341638,9227,0.22373444953214,0.119123396586783,562,0.594383933884092,0.594347495865077,0.512915897672065,0.583344881562516,4,5,5,4,4,3,2,4,24,205,182,1,11,266,88,1
"45404",0.5,0.6,0.2,0.57329697184081,0.353751564004918,9312,0.247688689130416,0.186765229403364,556,0.560210067476146,0.560439405404031,0.512463344424032,0.529460092424415,4,5,4,4,4,2,3,4,1,19,109,174,1,28,98,76
"45405",0.5,0.6,0.2,0.535727897169403,0.308140338334103,13911,0.0357128953535141,0.018741630592244,559,0.581357421493158,0.5260427771369,0.572440589265898,0.590609215130098,5,4,4,4,3,2,4,4,379,20,4,54,272,16,3,63
"45406",0.5,0.6,0.2,0.536645782003416,0.308351297408641,11040,0.313429703987621,0.134985889653582,546,0.510465012793429,0.570105745922774,0.552795998426154,0.580793520086445,4,5,5,4,3,2,2,4,9,16,33,3,28,19,100,3
"45407",0.5,0.6,0.2,0.564665959290631,0.337910165312012,10562,0.180650881159362,0.112014258194854,579,0.580748338904232,0.597807572525926,0.595793371647596,0.576273185643367,5,5,4,4,2,3,4,4,113,61,11,1,56,89,7,1
"45408",0.5,0.6,0.2,0.533676136245507,0.305996250253957,13176,0.0567032860960408,0.0241322584591335,573,0.524374939058907,0.579201042582281,0.534006235282868,0.597206250065938,5,4,4,4,2,3,3,3,17,28,3,8,64,19,3,11
"45409",0.5,0.6,0.2,0.553215675333293,0.324004839566258,9938,0.267646576616854,0.170199237035035,548,0.53215091789607,0.571892750402913,0.529087338689715,0.593226981326006,4,4,5,5,4,4,2,4,3,5,16,257,3,6,8,31
"45410",0.5,0.6,0.2,0.575442286473368,0.360309010635891,10427,0.412576093073971,0.372086619402701,589,0.544372358778492,0.513407615036704,0.539065778977238,0.536931577185169,4,4,4,4,4,3,4,4,14,19,4,152,11,82,4,9
"45501",0.5,0.6,0.25,0.530008017801115,0.37211511038662,14064,0.149533121325006,0.0778926178756663,649,0.520168193103746,0.58983896849677,0.594467526860535,0.566079779248685,4,4,5,5,2,4,4,2,104,1,194,20,108,1,6,23
"45502",0.5,0.6,0.25,0.551220771463201,0.35260508339034,14030,0.102546983212977,0.0650349038325142,631,0.508513596886769,0.522543661645614,0.527453052299097,0.527230506623164,5,4,4,5,3,3,4,3,17,22,22,574,11,29,29,3
"45503",0.5,0.6,0.25,0.521894995249561,0.35319641787622,12535,0.152710746269206,0.0941019743259384,643,0.594383933884092,0.594347495865077,0.512915897672065,0.583344881562516,4,5,5,4,4,4,2,4,13,123,419,1,9,28,22,1
"45504",0.5,0.6,0.25,0.566920177697421,0.384785371955301,12687,0.176885568894548,0.110065763918915,648,0.560210067476146,0.560439405404031,0.512463344424032,0.529460092424415,4,5,4,4,4,3,4,3,1,21,222,45,1,14,331,74
"45505",0.5,0.6,0.25,0.520617644001366,0.346446167582545,15342,0.0319687507706531,0.0147307144867627,647,0.581357421493158,0.5260427771369,0.572440589265898,0.590609215130098,5,4,4,4,4,3,4,2,539,236,9,229,136,128,8,138
"45506",0.5,0.6,0.25,0.529679966579005,0.346560663126747,12899,0.200602039687527,0.0804327294797998,648,0.510465012793429,0.570105745922774,0.552795998426154,0.580793520086445,4,5,5,4,4,2,2,4,81,72,112,1,43,41,24,1
"45507",0.5,0.6,0.25,0.558783671227449,0.373149201413532,11878,0.126459846094683,0.0669028385357976,666,0.580748338904232,0.597807572525926,0.595793371647596,0.576273185643367,5,5,4,4,2,3,4,4,4,400,13,82,4,43,79,1
"45508",0.5,0.6,0.25,0.524433115750481,0.356590914772478,14021,0.043500832383257,0.0140954595861538,668,0.524374939058907,0.579201042582281,0.534006235282868,0.597206250065938,5,4,4,4,2,4,4,4,555,168,308,6,321,102,365,6
"45509",0.5,0.6,0.25,0.536976604427549,0.339710553002337,13147,0.127741823057745,0.0704357484462113,624,0.53215091789607,0.571892750402913,0.529087338689715,0.593226981326006,4,4,5,5,4,3,2,4,135,3,76,515,66,6,114,53
"45510",0.5,0.6,0.25,0.535030029243254,0.371100028409682,16221,0.199806167345015,0.150989390652543,679,0.544372358778492,0.513407615036704,0.539065778977238,0.536931577185169,4,4,4,4,4,3,4,3,46,328,10,62,73,233,8,166
"45601",0.5,0.6,0.3,0.522845305136481,0.402702181118613,15025,0.0641566069574266,0.0311151563057289,747,0.520168193103746,0.58983896849677,0.594467526860535,0.566079779248685,4,4,5,5,2,4,4,2,98,15,336,7,47,18,247,9
"45602",0.5,0.6,0.3,0.531830512152778,0.391301052839652,15998,0.0609601792179807,0.0322824024481283,720,0.508513596886769,0.522543661645614,0.527453052299097,0.527230506623164,5,4,4,5,2,3,4,2,45,94,13,672,25,106,11,10
"45603",0.5,0.6,0.3,0.512048503945142,0.383445603299685,13302,0.0983804740464923,0.0557134753738198,734,0.594383933884092,0.594347495865077,0.512915897672065,0.583344881562516,4,5,5,4,4,3,2,4,2,40,172,4,2,262,13,4
"45604",0.5,0.6,0.3,0.57911558802185,0.417698943880563,12826,0.149726018375135,0.0910248788779377,718,0.560210067476146,0.560439405404031,0.512463344424032,0.529460092424415,4,5,4,4,4,2,3,3,1,292,3,230,1,141,2,119
"45605",0.5,0.6,0.3,0.517736815845452,0.385464824220941,18878,0.0106622080153821,0.00559220006388893,747,0.581357421493158,0.5260427771369,0.572440589265898,0.590609215130098,5,4,4,4,3,2,3,2,347,61,42,65,47,50,86,53
"45606",0.5,0.6,0.3,0.53888728013728,0.396465231150433,16040,0.162970773578525,0.0300863231252509,740,0.510465012793429,0.570105745922774,0.552795998426154,0.580793520086445,4,5,5,4,3,2,2,4,61,5,328,2,34,1,241,2
"45607",0.5,0.6,0.3,0.549860095301418,0.412005197563728,13556,0.0514714644157533,0.0205497525203776,752,0.580748338904232,0.597807572525926,0.595793371647596,0.576273185643367,5,5,4,4,3,2,4,4,324,12,35,342,324,9,25,8
"45608",0.5,0.6,0.3,0.520696083005385,0.396374016011097,14617,0.0145157780689539,0.00581349496124688,757,0.524374939058907,0.579201042582281,0.534006235282868,0.597206250065938,5,4,4,4,1,2,4,3,13,81,47,1,14,102,16,1
"45609",0.5,0.6,0.3,0.522536813679787,0.37236038075962,15616,0.0443315964731554,0.0155927590781909,701,0.53215091789607,0.571892750402913,0.529087338689715,0.593226981326006,4,4,5,5,4,3,2,3,1,33,222,503,1,23,78,19
"45610",0.5,0.6,0.3,0.517969447668932,0.403008713016554,19846,0.103373312808339,0.0719725833888711,773,0.544372358778492,0.513407615036704,0.539065778977238,0.536931577185169,4,4,4,4,3,3,4,3,31,378,211,5,32,167,221,5
"45701",0.5,0.6,0.35,0.503763729262237,0.430020560774002,18186,0.0553522263704859,0.0275374614684713,836,0.520168193103746,0.58983896849677,0.594467526860535,0.566079779248685,4,4,5,5,3,4,4,2,787,6,288,20,3,6,364,16
"45702",0.5,0.6,0.35,0.537524542837651,0.430900006182895,17377,0.0560254721884086,0.0233415968718583,804,0.508513596886769,0.522543661645614,0.527453052299097,0.527230506623164,5,4,4,5,3,3,4,1,466,43,91,4,336,34,62,13
"45703",0.5,0.6,0.35,0.523811152180603,0.441058240764513,14878,0.0827285973399646,0.043453346991551,813,0.594383933884092,0.594347495865077,0.512915897672065,0.583344881562516,4,5,5,4,3,3,1,3,11,250,20,5,11,145,14,3
"45704",0.5,0.6,0.35,0.564310744089626,0.468010733202154,14782,0.156945543216985,0.0826300524959022,811,0.560210067476146,0.560439405404031,0.512463344424032,0.529460092424415,4,5,4,4,4,3,3,2,1,296,532,8,1,19,22,9
"45705",0.5,0.6,0.35,0.530947975665174,0.445323741497689,18385,0.00542589856373002,0.00410632105581884,832,0.581357421493158,0.5260427771369,0.572440589265898,0.590609215130098,5,4,4,4,2,2,3,2,4,11,2,74,3,6,4,45
"45706",0.5,0.6,0.35,0.517138341558671,0.433861798640101,17425,0.0387631385329397,0.0107085755193961,842,0.510465012793429,0.570105745922774,0.552795998426154,0.580793520086445,4,5,5,4,3,2,1,4,260,213,25,3,99,93,31,3
"45707",0.5,0.6,0.35,0.522238153257931,0.442991900505556,18740,0.0277198185126773,0.0120112959153282,842,0.580748338904232,0.597807572525926,0.595793371647596,0.576273185643367,5,5,4,4,3,3,3,3,19,94,92,58,55,74,73,37
"45708",0.5,0.6,0.35,0.524645952359755,0.445620142922174,17736,0.0091071898036685,0.00335114260745093,849,0.524374939058907,0.579201042582281,0.534006235282868,0.597206250065938,5,4,4,4,1,3,3,4,31,158,9,668,19,126,8,1
"45709",0.5,0.6,0.35,0.528244791666667,0.429470714663081,18063,0.0268088476073001,0.00686593378815941,800,0.53215091789607,0.571892750402913,0.529087338689715,0.593226981326006,4,4,5,5,3,3,2,3,23,18,79,571,17,25,185,336
"45710",0.5,0.6,0.35,0.536462899457264,0.471529951241965,19744,0.0664162220682009,0.0376852575987167,862,0.544372358778492,0.513407615036704,0.539065778977238,0.536931577185169,4,4,4,4,4,3,3,3,36,148,428,260,212,77,341,255
"45801",0.5,0.6,0.4,0.514972828706381,0.487230845110031,18484,0.0421668639081751,0.0159163202711222,936,0.520168193103746,0.58983896849677,0.594467526860535,0.566079779248685,4,4,5,5,2,4,4,2,55,693,173,161,29,224,98,94
"45802",0.5,0.6,0.4,0.542269521474254,0.475245018488567,16272,0.0283827608785535,0.0110664301367419,895,0.508513596886769,0.522543661645614,0.527453052299097,0.527230506623164,5,4,4,5,2,4,3,1,115,668,1,47,50,29,1,28
"45803",0.5,0.6,0.4,0.490472117220882,0.445925995316842,17260,0.0670660150202826,0.0415279899112031,901,0.594383933884092,0.594347495865077,0.512915897672065,0.583344881562516,4,5,5,4,4,3,2,3,26,173,48,100,69,91,26,95
"45804",0.5,0.6,0.4,0.543127606078273,0.497781469954803,17742,0.10747463393898,0.0693125790526314,917,0.560210067476146,0.560439405404031,0.512463344424032,0.529460092424415,4,5,4,4,4,3,3,3,15,659,418,48,30,362,113,27
"45805",0.5,0.6,0.4,0.525153800307349,0.488386891948299,19228,0.00262876249655511,0.0017378421372156,929,0.581357421493158,0.5260427771369,0.572440589265898,0.590609215130098,5,4,4,4,2,2,3,3,90,18,460,791,108,14,422,405
"45806",0.5,0.6,0.4,0.518615750112461,0.48660320403623,21080,0.0141991784564297,0.00500950481728699,936,0.510465012793429,0.570105745922774,0.552795998426154,0.580793520086445,4,5,5,4,3,2,2,4,779,307,262,2,413,276,165,2
"45807",0.5,0.6,0.4,0.504151947009233,0.485298956752003,20167,0.011403521215402,0.00573316625238407,940,0.580748338904232,0.597807572525926,0.595793371647596,0.576273185643367,5,5,4,4,3,2,3,2,174,97,27,21,34,61,28,87
"45808",0.5,0.6,0.4,0.518021423057128,0.483677798160971,19819,0.00446146638261175,0.00185027428000659,928,0.524374939058907,0.579201042582281,0.534006235282868,0.597206250065938,5,4,4,4,2,3,4,3,367,246,909,1,120,165,29,1
"45809",0.5,0.6,0.4,0.484113086202442,0.438860866234423,17677,0.00958561164654371,0.00332561978636298,904,0.53215091789607,0.571892750402913,0.529087338689715,0.593226981326006,4,4,5,5,4,3,2,3,107,458,40,191,41,38,64,139
"45810",0.5,0.6,0.4,0.509444611528822,0.486752919087471,21303,0.0226619298617926,0.0117752914519159,950,0.544372358778492,0.513407615036704,0.539065778977238,0.536931577185169,4,4,4,4,4,2,2,4,11,37,7,287,9,31,6,63
"45901",0.5,0.6,0.45,0.494663926421619,0.507978920092897,21779,0.0197257439188147,0.00758741545962267,1024,0.520168193103746,0.58983896849677,0.594467526860535,0.566079779248685,4,4,5,5,2,3,4,2,12,208,263,16,8,7,27,11
"45902",0.5,0.6,0.45,0.50293966142382,0.489750333353874,20255,0.0304409084092458,0.00802834701973441,985,0.508513596886769,0.522543661645614,0.527453052299097,0.527230506623164,5,4,4,5,2,3,3,2,331,58,387,89,208,137,282,89
"45903",0.5,0.6,0.45,0.512906790679068,0.510894841805967,17427,0.0338809648564419,0.0197166711669297,990,0.594383933884092,0.594347495865077,0.512915897672065,0.583344881562516,4,5,5,4,4,3,2,4,20,53,463,2,15,83,3,2
"45904",0.5,0.6,0.45,0.535089815808342,0.531502807835008,21322,0.0798036058920124,0.0475345416827423,1003,0.560210067476146,0.560439405404031,0.512463344424032,0.529460092424415,4,5,4,4,4,2,3,2,128,10,36,732,100,10,45,395
"45905",0.5,0.6,0.45,0.523072899319985,0.521222360107638,17537,0.00142959850240019,0.00130945136330302,1013,0.581357421493158,0.5260427771369,0.572440589265898,0.590609215130098,5,4,4,4,2,2,2,2,27,184,26,159,211,83,22,104
"45906",0.5,0.6,0.45,0.511451306175558,0.518127445179148,22919,0.00826506306702297,0.00346830059999966,1030,0.510465012793429,0.570105745922774,0.552795998426154,0.580793520086445,4,5,5,4,2,2,3,4,16,219,126,409,20,233,71,256
"45907",0.5,0.6,0.45,0.520383859833819,0.530183508300848,22022,0.00549688568923158,0.003747474444459,1027,0.580748338904232,0.597807572525926,0.595793371647596,0.576273185643367,5,5,4,4,3,2,3,3,103,218,25,298,235,261,23,126
"45908",0.5,0.6,0.45,0.501943248924032,0.517280807303733,24244,0.00204988937104852,0.00100080284168705,1030,0.524374939058907,0.579201042582281,0.534006235282868,0.597206250065938,5,4,4,4,1,3,2,3,2,139,127,38,2,257,111,42
"45909",0.5,0.6,0.45,0.488796488796489,0.499905752307367,22187,0.0052776730742499,0.0019634171929517,1001,0.53215091789607,0.571892750402913,0.529087338689715,0.593226981326006,4,4,5,5,3,2,2,4,41,26,228,694,33,36,256,93
"45910",0.5,0.6,0.45,0.489868870055592,0.51971350773718,22406,0.0176417151082024,0.0075320588440466,1036,0.544372358778492,0.513407615036704,0.539065778977238,0.536931577185169,4,4,4,4,4,2,3,4,98,372,728,102,252,187,6,58
"46001",0.5,0.7,0,0.854505895381408,0.478800425707235,1154,0.831189217553877,0.706017100429326,215,0.540336386207491,0.679677936993539,0.68893505372107,0.632159558497369,4,4,5,5,4,4,5,3,34,2,1,129,12,2,1,33
"46002",0.5,0.7,0,0.810381060194687,0.352066800740297,1676,0.648256412117721,0.524605696854505,179,0.517027193773538,0.545087323291227,0.554906104598194,0.554461013246328,5,4,4,5,5,4,4,3,52,14,1,165,18,4,1,89
"46003",0.5,0.7,0,0.853292179499897,0.471297327507458,1475,0.547700990926444,0.456525478827567,205,0.688767867768183,0.688694991730153,0.525831795344129,0.666689763125032,4,5,5,4,4,5,3,4,1,124,119,5,1,34,32,2
"46004",0.5,0.7,0,0.817423620980742,0.451445337625186,1750,0.743360662861369,0.666614648036113,235,0.620420134952292,0.620878810808063,0.524926688848063,0.55892018484883,4,5,4,4,4,4,4,4,1,71,50,85,1,11,8,31
"46005",0.5,0.7,0,0.788890631274072,0.36471052514117,1509,0.827066870993335,0.752145801836118,239,0.662714842986315,0.552085554273799,0.644881178531796,0.681218430260196,5,4,4,4,3,4,4,4,145,1,2,3,42,1,2,3
"46006",0.5,0.7,0,0.824225886480651,0.438133789069575,1548,0.71326204419049,0.58429687785981,216,0.520930025586858,0.640211491845548,0.605591996852308,0.66158704017289,4,5,5,4,4,4,4,4,19,76,93,1,7,20,23,1
"46007",0.5,0.7,0,0.813638857142857,0.437753325223493,1681,0.886218632998775,0.763259326341608,240,0.661496677808464,0.695615145051852,0.691586743295193,0.652546371286735,5,5,4,4,2,5,4,4,95,80,4,1,51,19,2,1
"46008",0.5,0.7,0,0.816025556024351,0.396942942268444,1900,0.85744463929873,0.601851145539722,231,0.548749878117815,0.658402085164562,0.568012470565736,0.694412500131875,5,4,4,4,2,4,4,4,110,5,113,1,55,3,26,1
"46009",0.5,0.7,0,0.831388827420967,0.363534169449601,1526,0.79847964419143,0.673692807132841,218,0.564301835792139,0.643785500805825,0.558174677379429,0.686453962652013,4,4,5,5,4,4,4,5,11,1,114,80,7,1,67,21
"46010",0.5,0.7,0,0.79072083206532,0.381670369534542,1636,0.930795205579166,0.895318454051298,280,0.588744717556983,0.526815230073407,0.578131557954475,0.573863154370338,4,4,4,4,4,4,4,4,1,81,2,8,1,32,2,5
"46101",0.5,0.7,0.05,0.717625527500214,0.350729638492681,2960,0.632169269726185,0.496316729987357,300,0.540336386207491,0.679677936993539,0.68893505372107,0.632159558497369,4,4,5,5,4,4,5,2,17,1,6,45,8,1,3,13
